InvoiceNo,InvoiceRevenue,InvoiceQuantity
547549,283.03,129
553504,407.47,161
556198,294.2,167
555472,303.12,381
550336,246.74,98
555650,958.12,404
554990,308.04,520
554146,156.6,45
554074,184.55,81
553978,1692.0,1000
559327,203.46,96
557763,453.72,300
561194,617.54,332
560410,530.47,287
562274,360.81,145
561207,7.04,2
561532,650.64,480
565631,1226.16,568
566756,743.28,376
563262,626.06,455
564199,277.28,134
565800,809.07,417
568697,2062.06,934
565780,64.0,32
568417,776.3,202
568881,128.1,40
572465,547.66,140
573556,764.32,334
574040,89.94,37
570234,327.28,128
574660,306.01,223
570713,398.05,129
569730,332.22,158
574138,375.24,192
575049,614.32,409
579267,1144.75,457
575324,663.49,339
576051,2068.49,945
579130,163.02,62
580046,315.61,85
575741,110.4,42
577606,427.48,249
581476,2618.89,2215
581101,114.14,65
538817,301.2,360
536613,208.97,197
537034,2355.18,1338
537389,149.0,60
540566,185.97,83
537889,670.48,260
539659,820.4,448
541851,105.34,52
538473,177.66,66
544634,305.3,188
544071,570.76,382
544824,2639.38,894
546028,924.54,314
542649,145.25,89
548171,963.01,1215
544968,676.92,350
546391,103.65,69
547719,307.5,146
545871,134.9,109
548170,280.85,111
551014,1932.24,1703
555263,422.99,441
556288,273.66,297
554638,196.9,102
551278,323.0,109
553919,1005.7,510
554964,251.05,207
550159,1420.98,662
550513,375.31,235
551963,305.9,258
553938,115.6,38
559525,383.15,195
562923,340.9,134
562460,245.83,169
561051,7138.12,3312
560207,410.85,123
561693,358.82,296
558532,324.66,149
563212,169.8,77
563183,860.98,454
565399,3.12,8
568698,530.77,334
568907,525.79,187
567102,419.58,1618
563231,123.14,23
566207,1210.32,2352
564169,424.8,288
564540,38.41,11
564906,250.8,122
569207,159.97,86
574368,384.93,253
571310,371.73,463
572025,333.01,243
570255,690.11,198
574696,202.88,122
569652,416.46,286
569965,397.63,98
573141,183.7,94
572310,20.08,8
574307,116.56,50
575851,229.09,256
576371,405.07,534
576614,250.04,121
577106,331.54,270
576147,1324.3,634
576079,134.77,69
577049,298.78,104
579152,527.2,385
580043,270.61,63
580143,323.52,124
580937,475.58,204
581281,692.67,191
553209,266.7,150
536570,304.34,86
537159,292.95,60
538104,190.35,129
537195,635.64,298
538449,448.74,227
546091,1576.36,944
546890,320.42,214
548309,215.43,394
545081,683.98,217
543096,170.44,73
546544,454.08,232
547247,440.29,310
547513,313.45,295
551436,221.22,63
551747,2805.28,4760
553724,439.39,207
555933,286.34,216
556189,400.7,234
550579,319.48,368
550621,167.21,101
551822,159.2,100
554117,893.37,832
554158,465.43,427
553156,240.73,174
550837,199.75,155
551467,286.88,85
549560,91.74,52
550673,379.0,160
558084,465.18,550
560224,400.76,248
561113,816.3,833
561867,115.61,85
559810,243.65,203
558628,814.74,583
558758,99.14,40
561048,761.76,384
562037,336.4,159
557674,1754.97,1967
559350,346.38,179
567213,129.33,84
564966,34.8,24
564311,1611.0,900
566932,236.8,117
563371,300.1,194
572316,110.21,88
572123,2314.48,1780
572833,30.82,15
574963,336.12,178
576779,1134.6,725
579069,1073.23,605
575698,431.56,314
577316,1185.85,448
578925,426.37,359
578021,30.35,9
578056,334.9,194
578427,196.0,156
581419,674.25,740
565414,121.2,85
545463,96.75,57
541286,475.2,304
536804,1714.25,531
538850,147.35,59
540507,1933.2,552
540561,326.78,260
539641,134.14,45
546387,572.8,268
549249,255.36,248
546992,4666.44,3004
548707,127.84,30
544607,253.75,169
548157,1518.0,920
548340,306.39,311
542605,225.1,59
546428,343.29,185
544112,369.18,156
553874,16.5,2
550462,198.0,138
553192,1028.56,344
549587,475.88,286
553048,612.08,348
552566,716.0,400
559010,205.6,21
562449,245.32,158
560590,1292.31,812
559819,256.7,117
559931,205.95,89
559050,600.72,1120
558293,216.95,377
559455,251.9,264
564201,509.34,317
563104,366.11,180
566039,334.54,194
568161,96.01,37
568883,376.64,176
573350,278.67,213
574661,430.3,166
573500,198.52,133
574738,249.64,139
570239,293.62,203
569852,850.4,476
573417,197.71,161
572104,234.25,25
571294,369.27,115
578315,319.33,167
579901,208.19,88
577533,135.11,71
576704,165.92,33
579251,3821.36,1456
578288,49.0,7
576188,106.56,52
580611,322.36,258
580955,172.06,182
541272,110.45,31
540409,504.25,190
540414,603.09,413
540980,255.25,121
539353,463.5,193
540906,366.12,332
537134,163.49,107
536560,799.4,256
538656,92.14,39
546250,282.93,183
547019,115.78,71
544922,180.68,348
543099,6549.12,5880
543657,333.2,106
544942,365.1,304
545425,100.43,43
548260,176.21,48
544068,65.01,52
544191,772.8,367
542511,358.9,117
548611,386.22,210
549543,196.25,101
552168,226.9,142
549690,379.5,215
551338,5.11,3
549743,392.41,428
554050,168.49,123
553315,1203.32,492
550806,268.68,178
550250,224.14,86
557141,387.66,238
560504,4406.61,3089
561702,520.8,128
556671,259.08,130
559669,307.97,157
556916,201.69,150
558539,445.42,217
561027,1468.36,778
557270,111.68,32
557285,602.8,574
561390,239.0,125
561616,357.7,136
557297,239.35,145
562282,2022.6,1320
558054,60.9,118
559122,521.34,778
557223,379.22,174
561353,208.2,84
567482,603.0,372
568909,693.34,524
563098,1396.66,554
564336,101.66,71
564739,155.31,73
566739,351.65,265
563845,303.56,361
567960,307.3,142
570111,160.9,92
571670,1193.32,846
573377,405.13,158
572294,941.67,587
572652,1062.43,743
574834,718.9,266
569368,260.1,125
573133,300.16,54
575729,397.06,196
577010,464.85,475
577720,1809.7,530
578258,338.63,261
574915,743.58,258
577691,127.61,33
577749,534.2,299
579039,154.4,110
580033,270.4,130
576378,303.93,186
577053,612.39,321
579921,487.92,216
546916,50.25,15
540114,243.4,320
541474,390.0,200
540173,116.0,80
539330,277.2,51
540957,342.46,193
537894,464.61,227
539261,424.49,395
538198,919.8,659
536837,308.68,174
539040,171.05,43
538907,202.8,24
536500,223.9,102
543618,160.15,53
546765,147.71,98
549241,336.38,169
546376,311.07,115
544062,784.74,430
544798,187.65,73
543600,184.45,93
544892,77.95,16
551603,467.7,237
554079,313.59,144
555539,201.45,117
551270,511.68,418
549903,337.02,181
555280,233.92,135
550189,233.12,59
551985,149.97,72
553836,566.18,458
553937,171.29,53
555500,114.68,49
552893,455.18,194
554810,271.85,5
557427,1125.4,393
558442,110.92,29
561650,444.9,274
559510,727.32,456
557861,220.83,111
557473,524.5,216
556495,304.31,179
559000,235.63,104
557013,542.74,137
561044,357.4,122
558093,103.0,21
566424,381.5,262
567111,271.28,170
567859,798.46,434
565181,1386.0,1368
565116,2297.52,1322
569035,88.8,28
569326,624.91,211
573375,673.42,366
571054,348.44,490
571187,450.86,229
570094,4186.08,2304
573934,307.14,110
573000,389.64,260
574485,570.92,324
572105,306.0,24
576070,512.76,385
577357,867.64,356
577092,446.9,238
575738,138.92,120
576924,477.67,201
577698,320.89,318
579940,325.63,215
575167,329.25,198
577505,378.31,124
577603,147.04,100
574909,204.12,50
575938,273.51,112
580044,334.39,195
578303,541.71,119
579679,105.05,29
578080,243.55,99
580960,140.6,76
581232,683.2,148
573275,284.09,145
576086,135.45,51
537214,1668.2,2048
536674,127.08,122
537219,423.52,252
539374,347.01,189
539098,395.16,274
537771,450.92,204
543470,1053.79,1066
542610,351.56,240
547108,227.92,106
544286,1257.87,363
543253,310.0,5
544189,133.0,36
547244,131.26,72
543457,603.44,340
549305,152.3,46
551517,204.24,136
556473,377.84,214
553199,442.34,244
549746,2846.02,1918
554762,320.5,148
549551,491.79,229
552960,352.7,226
553663,159.65,96
553235,345.42,311
549542,862.82,460
555565,538.76,354
555242,133.56,88
554705,364.38,126
555514,252.19,102
552770,217.81,99
561331,127.61,95
561040,505.46,214
560726,102.41,127
561809,432.0,600
558572,228.1,120
562263,208.65,135
563936,213.5,79
566057,174.07,370
565329,107.36,58
564379,678.88,340
567326,293.54,78
566035,413.58,286
563776,275.37,101
567298,1043.1,1236
570242,1743.15,1428
573484,94.08,108
569721,333.64,195
571036,988.03,567
572460,430.8,208
574490,269.1,184
570246,154.18,154
571411,469.55,131
573287,827.07,451
574704,702.21,221
570414,196.7,52
574824,531.14,184
571464,136.4,40
574052,119.8,29
578853,116.78,47
579540,434.8,172
575985,507.59,234
575838,328.43,151
577860,269.64,200
575484,484.15,199
576824,408.66,150
581585,329.05,278
580972,706.64,758
580306,435.0,196
580135,130.29,73
575576,439.66,338
543186,196.2,36
536569,351.75,153
537855,263.25,95
541950,523.34,182
540249,305.74,400
540162,95.65,33
536608,38.1,30
545468,436.68,378
548197,113.3,48
546851,771.02,395
546092,380.5,126
546465,360.24,180
548697,713.8,184
546775,152.64,144
548907,505.0,22
547902,121.25,44
543044,308.55,150
551519,383.45,139
551332,450.45,165
555521,389.61,147
555949,596.13,395
549722,118.45,69
557960,145.04,84
559513,243.22,178
560566,431.66,194
557669,390.06,272
560049,522.52,188
558124,201.24,119
556685,597.07,381
560234,1885.1,1104
557572,870.3,429
562924,98.38,45
564061,1062.88,586
565397,363.79,167
567368,376.19,172
566220,2243.7,1128
566082,70.6,35
564842,308.47,180
568996,447.3,153
569249,351.17,153
569641,191.61,107
572073,177.07,168
569324,363.08,192
571239,999.26,599
571672,322.1,154
572511,454.2,141
573548,692.45,417
573305,462.33,157
575837,345.56,334
575151,263.08,129
575972,440.63,308
578118,842.02,620
578033,585.75,175
581380,194.07,77
580734,718.43,267
580142,51.18,22
580208,156.4,48
552121,261.36,167
569887,192.76,84
575221,717.8,333
580643,326.05,161
538204,428.76,396
540530,488.46,238
541631,1516.68,708
538523,384.55,270
539015,440.2,160
539038,308.37,357
542236,187.6,99
541238,380.4,116
542397,1308.48,680
540121,366.06,238
541302,304.02,166
538995,1185.86,506
541856,402.42,453
540858,92.4,44
536611,259.65,153
544569,681.86,369
545227,2474.62,1273
547204,90.8,60
544087,344.69,200
544700,241.68,187
547892,1136.3,848
546561,533.9,353
548869,130.2,20
548874,786.16,386
548338,174.31,171
549017,422.23,251
547888,588.0,315
546757,282.3,162
550988,309.0,176
553220,732.92,292
556105,307.9,259
552364,404.2,424
549301,487.51,269
555383,749.7,413
550298,223.42,155
553316,139.88,59
554269,62.4,40
553913,456.57,292
551657,545.01,235
550437,192.33,94
553185,537.49,295
550315,314.84,290
550834,162.02,87
558814,226.93,135
561915,773.69,569
559524,45.0,12
559671,114.95,55
557124,230.57,139
557526,91.8,52
562583,141.17,379
563360,670.88,165
567182,793.73,421
568547,228.31,169
567522,272.04,120
565863,402.79,393
567343,75.75,79
569099,3.25,1
569558,622.84,366
572283,490.52,218
570807,397.29,168
569766,393.57,370
570237,216.22,78
571824,1376.43,923
576615,389.76,222
580073,148.54,79
574903,335.47,189
576848,245.68,124
578522,169.06,150
574868,269.1,108
578663,93.78,102
578679,348.1,568
580527,372.27,268
581139,822.68,516
581194,312.22,434
573178,307.58,120
570823,303.1,99
545635,240.68,224
538862,149.5,52
542217,166.3,120
541576,112.92,48
542374,264.26,126
540025,323.04,504
536531,939.59,391
547004,321.75,117
543915,298.05,375
545419,374.64,220
544913,127.86,86
548158,341.93,92
543831,3257.4,1948
543479,90.0,24
544155,306.0,40
543010,349.27,199
546540,512.28,404
546748,370.48,144
553556,246.89,132
552316,334.71,229
556476,302.62,182
553891,682.4,400
555845,520.55,546
555603,262.11,273
556443,627.4,92
552464,223.4,333
554636,611.85,319
552242,62.68,15
553140,115.54,59
553658,554.42,322
553868,189.6,48
561857,308.44,246
560644,435.79,343
560881,56.3,18
562365,117.3,39
559938,112.81,35
560252,115.87,61
568531,617.95,662
564661,537.7,411
564256,624.43,589
566539,368.72,261
563384,168.15,69
563738,80.43,23
566396,553.74,268
570693,384.4,180
570215,363.76,355
572312,317.88,228
573866,342.59,150
571965,282.93,164
569254,163.56,170
569563,1307.76,790
573579,163.96,122
571057,27.0,4
572873,343.76,244
577033,453.45,231
577157,925.64,669
575982,718.71,407
579792,1319.16,811
576642,138.21,55
578068,688.54,324
578298,398.7,461
578022,270.45,85
580695,390.71,224
580731,193.39,148
581417,295.1,110
574664,328.9,366
569914,373.88,344
575083,308.48,380
541867,163.5,109
548210,338.41,132
545638,235.91,85
549520,817.44,720
551542,306.5,156
555859,198.57,261
549992,516.0,320
554364,264.0,124
559131,202.1,93
563561,776.28,617
580088,224.68,112
580974,307.15,282
562967,327.12,304
538993,101.2,56
544198,84.0,36
556065,146.3,74
550923,147.45,59
553676,647.26,566
551725,565.0,260
559818,515.3,386
560235,189.58,118
573930,120.66,125
570602,199.47,57
574754,153.16,130
577089,166.15,73
566755,117.24,108
537664,46.8,24
556302,1035.76,488
546829,62.85,31
550450,90.0,72
552575,165.44,184
560790,902.4,168
563552,267.15,71
580728,158.36,128
552526,147.15,89
545051,110.6,71
546134,439.28,314
547074,176.34,118
549322,230.98,116
552008,311.2,20
554156,366.0,184
552272,1128.94,746
560713,160.8,56
559013,467.7,606
561453,353.76,192
568223,336.14,230
564164,75.0,300
577538,118.2,52
579194,206.33,153
544605,79.2,144
547645,197.9,107
545706,219.3,91
554014,94.4,104
556064,300.63,171
561672,587.52,576
556795,123.13,119
567097,120.3,26
569859,116.32,72
572332,72.0,100
572871,327.98,253
576872,277.88,111
578544,314.58,94
576631,226.4,184
580608,232.3,84
552305,119.75,65
553383,403.26,240
550339,338.95,93
562565,121.11,50
562732,307.56,269
569729,435.47,211
575946,61.2,24
580144,179.4,85
536384,489.6,190
546754,384.0,960
546182,366.53,249
548007,300.75,133
553421,139.8,84
550031,642.0,350
554122,143.1,62
561082,5.04,12
574846,156.96,112
580535,126.12,43
536791,44.4,24
543031,75.68,76
545900,195.0,1
545156,209.32,260
547324,317.8,108
554066,794.75,227
557955,269.91,149
563024,219.76,68
566248,140.96,72
566196,148.8,16
572474,248.99,145
571218,18.72,48
578621,121.66,82
554091,152.34,132
549880,311.16,180
562103,24.6,30
567458,4563.84,2016
568801,303.68,204
572774,3.25,1
573324,192.02,78
577826,161.67,144
547384,18.0,1
546691,306.64,192
543449,336.0,160
552320,247.8,124
556253,185.8,30
553475,866.4,306
559328,275.76,360
563080,37.14,10
568699,266.25,52
571668,376.78,138
579434,308.55,287
578130,104.2,28
581224,111.83,149
542743,14.75,5
546924,183.6,128
555870,68.7,66
556961,810.6,420
561352,416.9,206
565092,307.62,233
569691,480.43,287
570881,247.25,69
573082,281.1,74
578789,320.6,86
578951,453.63,253
581429,113.67,111
578346,264.6,252
544281,373.98,303
548872,108.0,88
548501,106.81,53
544585,143.4,78
548696,142.5,48
546733,705.6,336
554640,1126.6,396
550476,122.04,36
556234,26.36,11
566430,85.0,1
565242,89.06,129
578078,196.94,79
576275,948.48,504
574867,207.99,95
575986,240.05,121
569576,434.65,87
555549,262.25,139
553952,59.8,4
562468,110.0,88
559652,327.2,200
565596,301.32,203
568647,168.32,44
569840,433.2,88
569864,303.5,454
570353,113.91,33
577795,123.01,54
578102,409.0,126
543995,793.5,442
554502,124.68,26
547122,298.11,207
544690,1480.2,668
556437,110.79,65
555745,184.52,71
559934,304.92,198
558114,200.15,79
565926,310.2,224
576354,938.4,656
545319,412.32,152
551820,429.6,240
553515,139.19,68
560988,356.0,62
560392,217.6,430
565210,191.74,478
574047,302.96,176
579407,229.8,77
576895,58.35,5
545310,17.67,21
547489,99.15,17
546401,21.9,12
554670,77.52,26
551147,305.46,100
559064,318.66,200
564196,15.0,1
573865,358.59,173
570696,113.82,140
570557,7810.56,4176
575700,329.68,148
579282,127.76,58
578820,400.08,152
537117,204.0,48
548627,1445.6,3080
547842,343.03,168
552537,111.03,146
550667,2016.0,5040
555527,399.35,73
561670,142.05,111
562447,492.0,112
571595,701.0,230
573846,1374.26,570
569514,1162.68,750
581413,435.24,134
546322,191.4,12
551148,1265.4,1044
553666,112.32,74
552172,640.0,2000
557942,114.1,28
559151,473.7,60
566769,151.5,82
571851,348.32,318
579834,200.04,240
542114,451.03,97
543487,197.0,84
544905,116.2,68
544277,114.05,135
549102,303.95,433
547844,388.9,38
543589,191.0,200
545279,122.5,53
550917,721.44,1848
580370,209.52,120
543650,790.8,56
553410,125.28,90
548196,118.55,63
553670,645.5,282
562809,109.63,29
562284,324.52,368
560980,318.8,88
562133,112.09,76
560693,119.18,66
563180,212.64,176
568594,315.94,72
579097,512.81,193
580373,310.99,228
576359,1167.6,469
541217,111.9,24
547538,264.8,144
551501,354.72,344
555585,612.0,324
554126,472.09,231
564656,285.16,140
565338,82.36,92
572768,177.64,146
577146,75.45,11
577027,321.15,132
546767,77.16,84
553144,619.5,338
555232,165.1,118
562387,312.95,289
568874,191.11,28
566648,171.85,79
567511,228.96,216
580638,147.01,92
540753,69.7,12
536779,15.0,1
543168,693.48,1306
547550,335.72,144
548159,69.4,16
553420,306.85,87
549721,254.12,113
551135,7.25,5
569399,520.32,768
572504,83.9,34
575958,32.17,10
538535,127.0,61
539056,1.45,1
547056,87.8,44
543625,321.56,454
548153,304.4,368
551552,36.0,2
563029,899.36,488
557407,97.95,37
560185,542.4,744
565861,20.8,4
567381,22104.8,6760
573424,76.96,154
571730,111.09,83
580028,154.45,93
559205,246.36,252
552056,356.4,72
551988,154.8,116
560827,252.45,73
557662,7.7,4
569560,318.44,170
579014,552.48,364
576398,205.25,47
577818,256.45,195
539008,307.8,124
541873,155.0,36
540553,344.94,243
543591,310.5,64
547065,185.85,83
542901,88.3,12
547103,527.85,299
542915,35.8,4
550197,39.6,8
557248,213.73,99
562430,270.52,472
560088,135.62,244
562568,107.4,60
563033,139.59,113
563576,146.19,47
565901,1094.9,666
569325,119.32,96
573425,160.55,81
580962,59.66,28
539474,12.8,8
546171,130.56,90
545030,532.72,396
553317,343.44,108
555932,165.36,58
561875,765.32,724
561607,513.3,66
571853,390.38,158
573146,401.1,802
571691,184.64,80
579005,391.32,204
575869,15.8,4
547494,207.8,140
543923,187.5,66
561381,110.78,22
565733,164.4,80
569487,373.94,117
573165,245.36,136
572062,331.95,95
576259,407.92,162
576111,78.0,24
575168,435.28,246
538470,11.6,2
541427,405.0,60
544183,786.84,524
553403,159.49,41
559143,67.79,24
562201,166.72,40
561603,306.35,129
559004,632.44,228
567505,366.25,103
571673,199.96,300
575054,350.64,164
566046,78.9,118
543325,110.7,66
544825,305.7,78
548546,111.6,186
558390,576.4,424
561205,200.47,231
559029,19.92,24
559913,17.4,12
565592,480.0,240
564736,505.8,204
567924,223.26,139
568322,104.35,33
574279,142.98,42
536753,22.2,12
544680,9.6,8
547985,413.7,196
559791,527.3,170
558891,70.8,24
564959,116.56,52
574346,426.84,252
569536,476.52,294
546898,8.8,4
548466,61.1,26
544350,96.9,12
544689,432.9,54
549936,514.05,79
552731,515.7,368
550186,504.3,106
557471,532.94,220
558560,5.95,1
557859,137.45,17
566429,25.2,12
568727,311.99,113
572193,3648.6,3176
569948,158.1,94
570408,1334.16,2904
579180,621.6,344
543287,620.37,319
546918,309.4,52
545517,38.4,25
554350,106.75,25
550606,255.04,208
559353,63.75,5
571121,359.51,97
573878,175.4,124
540166,660.0,400
546112,330.0,200
565808,23.0,4
570003,6.2,2
578143,1835.96,1284
576630,199.98,91
580243,1187.2,1120
554329,379.4,92
542207,396.72,1248
554642,1392.0,960
558069,69.6,48
562590,53.52,72
559910,35.6,14
566170,140.5,58
564532,725.64,216
581452,728.92,324
539720,97.84,40
546000,72.0,32
551186,25.2,60
551247,316.85,131
551559,612.16,422
552289,5.55,5
565417,295.04,180
564721,312.98,158
573452,2039.24,656
572350,47.4,18
580721,332.58,242
576791,256.32,288
542925,113.64,88
552831,348.15,222
553843,352.85,128
561570,109.26,26
558432,342.21,225
565454,117.15,49
579784,1371.6,936
576758,273.04,112
577069,69.61,13
575319,76.05,31
577064,295.14,562
544697,185.0,76
543747,124.26,38
546531,391.8,208
553855,310.5,78
552968,148.22,26
557860,168.1,46
562840,150.74,59
567158,13.3,12
575090,67.65,23
577032,91.8,56
575196,83.2,40
543246,103.25,80
549597,403.34,146
554822,210.8,76
550924,642.0,153
556804,554.62,318
565598,213.04,78
566237,142.9,30
575197,41.08,46
575693,302.64,174
575712,30.12,36
575936,320.6,388
537895,429.24,92
546642,317.78,162
542587,304.74,98
545001,317.38,230
544477,567.84,336
550995,451.6,326
562573,78.21,54
564967,102.48,30
566634,690.6,356
574745,220.64,325
573412,54.6,28
570123,89.85,15
574747,357.81,239
579712,122.32,75
575743,305.3,166
576663,247.98,102
538120,144.5,150
546741,99.0,20
545896,61.59,118
550965,118.7,18
553223,72.4,28
562286,913.3,580
558482,13.2,24
573110,532.42,258
578857,38.2,22
536858,303.4,110
545435,183.0,60
546411,1919.04,736
554007,8.25,1
560917,833.85,109
557464,37.2,24
558317,173.8,46
559877,178.82,42
562790,157.5,375
569077,38.08,184
573142,429.7,362
571352,165.05,33
581434,115.46,70
580556,121.8,44
550478,306.05,157
548152,305.68,182
546220,541.1,584
547047,982.08,184
543595,320.52,217
544163,37.5,18
553896,349.55,147
557855,127.19,69
572718,184.87,141
577168,739.2,63
577546,10.5,25
571090,79.5,34
540040,547.56,293
536524,70.8,24
546832,333.74,297
544314,277.81,175
545305,317.15,46
546525,619.6,312
545680,346.1,190
559060,302.2,260
558420,178.63,89
568243,93.87,25
563623,1284.12,348
566616,267.8,142
571562,704.02,342
544147,10.82,12
542903,40.8,48
543098,255.76,152
554115,92.7,34
552184,162.96,76
560452,99.6,33
560535,242.91,367
558356,15.0,12
559355,112.71,59
557307,139.77,87
566937,211.32,108
575338,14.95,1
542800,3.67,2
555522,273.13,105
552971,140.82,66
550281,219.0,101
558729,440.64,424
563508,308.08,116
574305,135.4,140
569411,566.4,80
548559,206.7,34
545577,161.5,47
546996,234.24,216
556099,3.75,1
561696,75.9,46
573389,47.4,12
575732,232.65,50
580300,13.95,9
545049,109.85,101
546526,285.0,120
553932,124.8,52
567826,101.14,117
571696,216.39,159
578441,285.35,103
580552,194.98,94
548856,25.09,12
543197,310.73,157
544910,584.32,140
552240,199.85,43
556079,351.2,252
552324,681.5,386
565154,49.5,30
569694,562.47,263
580524,164.68,90
564326,112.1,73
539578,1440.0,3600
553781,139.15,75
548975,354.29,729
545597,50.15,10
547912,174.8,60
547022,22.24,16
554159,147.0,14
554982,1155.6,271
556786,109.2,72
563857,135.95,73
576412,365.4,164
579419,94.02,48
577694,129.4,66
544297,46.2,20
547415,25.5,2
545987,105.54,18
552236,529.7,162
552557,404.7,90
557146,86.84,56
567481,49.1,14
565587,537.3,148
572197,89.28,28
578705,125.22,45
569962,460.4,112
546011,367.2,936
543547,119.15,45
543395,15.9,2
555287,214.94,146
572893,95.78,102
578785,345.9,186
575520,266.92,330
581014,175.5,86
554977,121.0,61
561530,383.2,216
562572,107.64,132
557617,327.45,39
572230,154.88,152
570189,136.82,123
575476,393.23,421
577170,200.45,55
578151,315.71,187
543998,264.6,228
544807,229.5,30
552697,54.6,20
543598,464.82,212
549448,306.18,182
551730,306.36,66
555944,163.69,72
558627,311.86,7
578063,235.96,132
577109,304.47,209
546103,304.5,124
554547,79.56,48
550264,339.2,108
572683,401.4,198
574321,280.49,121
573008,1146.96,4936
547674,187.2,88
546999,683.42,266
556808,305.51,63
561023,354.24,144
561223,152.66,141
558430,227.7,104
557612,246.54,493
557321,132.0,48
574531,37.29,71
580265,144.0,51
577738,216.9,54
544328,100.5,34
545426,276.66,82
545902,250.0,2
555414,266.1,170
550136,301.8,108
554037,766.36,316
566928,144.48,102
540024,23.8,4
547514,396.87,191
548985,105.0,84
548643,72.0,100
544578,320.69,1
567799,80.76,36
573085,709.79,150
577853,117.08,44
580915,218.0,74
540800,302.36,364
547340,362.0,100
545573,124.1,94
551814,95.8,34
561049,147.12,216
556811,155.28,312
559098,605.76,288
563685,131.85,38
572876,109.17,99
575633,150.8,24
542609,112.75,29
548918,336.96,330
549131,75.9,42
547866,197.89,181
554554,262.55,187
553909,163.6,45
552293,173.12,110
557215,68.22,90
569494,449.12,472
570289,168.3,34
571067,243.84,146
577405,212.92,98
538909,97.5,18
555520,116.09,32
552551,160.66,118
559640,533.02,142
558920,104.34,34
566722,466.52,336
568707,50.4,16
548669,136.8,72
550615,293.92,305
551697,8142.75,1
554700,139.03,79
557032,141.3,90
573746,560.8,334
569471,244.06,63
539303,436.86,202
537616,15.9,2
545151,50.76,84
546402,156.6,84
552882,1792.72,924
558647,439.74,212
562929,126.3,75
559044,426.2,460
567808,12.4,4
579006,128.88,72
542213,109.05,61
553550,850.0,100
561697,139.6,28
559806,490.11,271
561819,104.2,20
573102,382.34,268
571565,163.1,82
577552,150.3,90
577854,189.64,88
578009,114.14,58
579287,152.32,112
580261,78.45,15
565474,50.0,1
573278,449.3,166
578684,35.4,12
580548,69.0,7
541860,115.68,54
551887,236.0,100
557010,129.3,38
566162,282.31,149
563206,155.93,62
577344,198.6,93
566050,324.0,70
545223,34.0,4
552692,311.3,190
556084,135.0,52
561065,101.05,15
561707,15.0,12
562224,611.24,712
567373,327.67,313
572902,679.56,600
574329,477.94,210
580438,111.45,47
538828,231.84,300
545016,68.4,67
548734,183.4,35
559900,214.2,132
562002,800.76,172
560302,47.7,6
562025,227.0,84
567193,570.0,288
568389,164.28,76
571555,183.9,106
572509,406.54,217
578273,107.36,38
547727,878.16,552
552033,214.56,236
558685,276.8,108
558999,221.52,139
567484,790.73,233
565423,91.86,39
576510,152.66,110
579840,109.6,100
575591,106.1,46
580394,207.76,152
537759,203.64,108
560646,2365.91,581
564737,186.9,70
566707,79.8,52
572339,765.12,316
575320,270.9,186
576692,201.44,178
581016,226.35,77
565476,958.8,456
548910,172.8,864
545162,480.9,247
555732,103.25,19
563164,505.8,204
566037,291.84,240
563835,166.4,80
573666,355.63,310
570836,449.15,203
571377,292.0,66
536852,89.14,107
539108,204.0,48
547861,353.3,232
555948,166.86,147
558191,154.15,72
560698,664.83,213
563956,102.24,86
563238,630.42,342
569470,306.88,307
571199,108.0,300
580984,295.6,344
548372,116.45,31
545313,242.03,135
543249,182.15,87
557055,633.55,459
568236,217.77,217
567660,276.37,143
572770,360.0,9
574245,34.8,24
575198,71.25,19
551977,225.6,124
554515,135.93,30
556463,360.18,716
562599,194.51,83
573122,225.12,147
578699,336.96,104
578069,351.95,327
549693,284.35,135
551957,303.54,66
550265,81.4,32
556719,188.44,328
558737,13.37,4
557149,13.05,19
568319,4091.46,1038
568993,173.82,222
539257,1722.9,532
537052,552.24,232
567523,223.08,124
569496,346.68,118
571511,240.68,160
575950,416.36,316
543842,1119.36,1056
553368,8895.66,1787
552538,14.95,1
552451,352.54,78
561801,187.18,134
567299,75.0,20
568540,12.48,6
565783,18.72,48
568921,146.22,90
569408,1897.16,874
572462,422.58,126
571904,89.4,129
570092,1728.0,964
567203,86.9,62
537238,164.2,88
544165,308.78,102
543379,6155.72,1420
544162,178.66,138
551654,195.1,18
560886,675.0,100
561520,28.77,29
561675,119.64,48
571675,305.76,148
578331,207.14,143
550991,153.84,72
544065,262.44,104
555511,156.48,58
556632,114.15,17
573777,786.98,670
575847,139.1,58
541998,227.44,601
543839,103.7,30
547407,21.25,2
543240,15.8,4
554932,76.5,6
551389,209.1,147
549838,96.0,48
557568,108.94,190
556596,98.25,102
559990,87.3,46
559784,834.52,312
565763,939.96,1604
568512,1032.4,536
563934,52.0,25
571935,103.85,31
571122,38.4,48
578790,183.02,179
578283,353.52,224
577175,223.06,156
575618,126.14,106
567456,703.0,420
541109,14.95,1
548700,146.99,19
546253,130.26,66
550199,397.5,242
550310,899.58,878
550936,207.0,108
554709,1086.0,600
558873,457.3,270
568515,205.2,232
571436,127.5,62
537086,438.0,168
545412,597.81,203
543373,181.44,104
554324,146.8,31
554838,107.85,57
562380,396.81,165
562527,307.8,134
567914,158.85,64
574862,754.5,365
579501,2075.81,625
546657,5.1,6
546328,1687.17,1
545865,2597.4,1548
545912,325.1,50
543413,244.8,96
550656,409.94,312
549956,186.88,248
562442,98.16,64
